735576,20131209,    13, -1,  94,    23,  1,  83
735576,20131209,     8, -1,  75,    30,  1,  74
735576,20131209,    15,  1,  94,    22, -1,  85
735576,20131209,    25, -1, 105,    29,  1,  94
735576,20131209,    26,  1, 112,     7, -1,  97
735577,20131210,     6,  1, 109,    20, -1,  94
735577,20131210,    12,  1,  90,    16, -1,  84
735577,20131210,    27, -1, 116,    28,  1, 103
735577,20131210,    21, -1, 101,     1,  1,  92
735577,20131210,     3,  1, 104,     2, -1,  96
735577,20131210,    18, -1, 121,     9,  1,  94
735577,20131210,    17, -1,  78,     5,  1,  74
735577,20131210,    24, -1, 114,    14,  1, 108
735578,20131211,    22, -1,  92,     4,  1,  83
735578,20131211,    13, -1,  96,     2,  1,  88
735578,20131211,    21, -1, 116,    15,  1, 100
735578,20131211,    27, -1, 109,    17,  1,  77
735578,20131211,    18,  1, 106,    23, -1,  99
735578,20131211,    19,  1, 111,     9, -1, 106
735578,20131211,    20,  1,  83,     5, -1,  78
735578,20131211,    29, -1, 122,    26,  1, 101
735578,20131211,    10,  1,  95,     7, -1,  93
735579,20131212,     3,  1, 102,    13, -1,  93
735579,20131212,    25,  1, 111,    11, -1, 104
735580,20131213,    12,  1,  99,     4, -1,  94
735580,20131213,     6, -1, 109,    22,  1, 100
735580,20131213,    28,  1, 108,    23, -1, 100
735580,20131213,     1,  1, 101,    30, -1,  99
735580,20131213,     2,  1,  90,    20, -1,  86
735580,20131213,     9,  1, 103,     3, -1,  99
735580,20131213,    19,  1, 104,    15, -1,  98
735580,20131213,    21,  1, 122,    14, -1,  97
735580,20131213,     5, -1,  91,    17,  1,  90
735580,20131213,    27,  1, 117,    18, -1, 110
735580,20131213,    29, -1, 103,     8,  1,  93
735580,20131213,    24,  1, 116,    26, -1, 107
735580,20131213,    11, -1, 116,    10,  1, 112
735581,20131214,    14, -1,  88,     4,  1,  85
735581,20131214,    13, -1, 113,    30,  1,  97
735581,20131214,    16,  1, 114,     6, -1, 107
735581,20131214,    20,  1, 111,     1, -1, 106
735581,20131214,    28, -1,  99,     5,  1,  77
735581,20131214,    25, -1, 139,    23,  1, 105
735581,20131214,     7,  1, 106,    17, -1,  93
735581,20131214,    27, -1, 100,    29,  1,  84
735582,20131215,    25, -1, 111,     9,  1, 109
735582,20131215,    18, -1, 101,    15,  1,  93
735582,20131215,    26,  1, 106,    11, -1,  91
735582,20131215,    21,  1, 101,    22, -1,  98
735582,20131215,     8,  1, 102,    19, -1,  93
735582,20131215,    24,  1, 106,    10, -1, 102
735583,20131216,     9, -1, 101,    12,  1,  96
735583,20131216,     1,  1, 114,    14, -1, 100
735583,20131216,     2,  1, 101,    18, -1,  97
735583,20131216,     3,  1, 130,    23, -1,  94
735583,20131216,    16,  1, 117,    29, -1,  94
735583,20131216,    30, -1, 102,    20,  1, 101
735583,20131216,    22, -1,  83,     5,  1,  82
735583,20131216,    13,  1, 115,    27, -1,  92
735584,20131217,     4,  1,  95,    26, -1,  87
735584,20131217,    25, -1, 119,     6,  1, 116
735584,20131217,    14, -1,  96,    15,  1,  92
735584,20131217,    21, -1, 105,     8,  1,  93
735584,20131217,    10,  1, 104,    19, -1,  93
735585,20131218,    16,  1,  97,    12, -1,  94
735585,20131218,    29, -1,  86,    22,  1,  82
735585,20131218,     4, -1, 104,    28,  1, 102
735585,20131218,     1,  1, 124,    26, -1, 107
735585,20131218,     9, -1, 107,     2,  1, 106
735585,20131218,    30, -1, 113,     3,  1, 107
735585,20131218,    20, -1, 107,    17,  1, 101
735585,20131218,    18,  1, 120,    25, -1, 109
735585,20131218,     7,  1, 105,    15, -1,  91
735585,20131218,    27, -1, 108,    24,  1, 101
735585,20131218,    11,  1, 109,     5, -1,  94
735585,20131218,    13,  1, 108,    19, -1,  95
735586,20131219,    21,  1, 107,     5, -1,  95
735586,20131219,    27, -1, 104,    10,  1, 102
735587,20131220,    23,  1, 121,     3, -1, 120
735587,20131220,     1,  1, 118,    29, -1,  85
735587,20131220,     6,  1, 114,    17, -1, 111
735587,20131220,     4, -1, 116,     9,  1, 106
735587,20131220,    16,  1, 122,    26, -1, 103
735587,20131220,    12,  1, 114,    11, -1,  81
735587,20131220,    28, -1, 109,     7,  1, 108
735587,20131220,    24, -1, 103,     8,  1,  99
735587,20131220,    14,  1, 104,    18, -1,  91
735588,20131221,    15, -1,  95,    20,  1,  87
735588,20131221,    30, -1, 106,     2,  1,  99
735588,20131221,    29, -1,  88,     4,  1,  85
735588,20131221,    26, -1, 105,    22,  1, 100
735588,20131221,    11, -1, 114,     9,  1,  97
735588,20131221,     5,  1, 100,     6, -1,  84
735588,20131221,    17,  1, 116,    23, -1, 106
735588,20131221,    21, -1, 113,    27,  1, 100
